country,country_code,year,total_pop,gdp,urban_pop_perc
Bulgaria,BGR,2020,6934015.0,70716821234.5967,75.686
Bahrain,BHR,2020,1472204.0,35837632978.7234,89.506
"Bahamas, The",BHS,2020,395863.0,9958200000.0,83.245
Bosnia and Herzegovina,BIH,2020,3299349.0,20226036564.4129,49.02
Belarus,BLR,2020,9379952.0,61371755326.2351,79.483
Belize,BLZ,2020,390812.0,2042850000.0,46.025
Bermuda,BMU,2020,64382.0,6887147000.0,100.0
Bolivia,BOL,2020,11816299.0,36629843805.0216,70.123
Brazil,BRA,2020,208660842.0,1476107231194.11,87.073
Barbados,BRB,2020,281698.0,5168344450.0,31.191
Brunei Darussalam,BRN,2020,447404.0,12005799664.2691,78.25
Bhutan,BTN,2020,770006.0,2457604334.15915,42.316
Botswana,BWA,2020,2365894.0,14960291105.9316,70.877
Central African Republic,CAF,2020,5026628.0,2326720900.38047,42.198
Canada,CAN,2020,38028638.0,1655684730000.19,81.562
Central Europe and the Baltics,CEB,2020,102046650.0,1678756939339.66,62.5680051531236
Switzerland,CHE,2020,8638167.0,741999406005.627,73.915
Channel Islands,CHI,2020,166235.0,9439810775.67214,30.963
Chile,CHL,2020,19370624.0,254042159309.311,87.727
China,CHN,2020,1411100000.0,14687744162801.0,61.428
"Cote d'Ivoire",CIV,2020,28915449.0,63027852805.4204,51.706
Cameroon,CMR,2020,26210558.0,40773241177.0505,57.56
Congo_Dem. Rep.,COD,2020,95989998.0,48716961860.1325,45.638
Congo_Rep.,COG,2020,5752791.0,11468687464.0046,67.829
Colombia,COL,2020,50629997.0,270348342541.465,81.425
Comoros,COM,2020,802163.0,1225039196.61091,29.38
Cabo Verde,CPV,2020,514679.0,1821565617.6945,66.652
Costa Rica,CRI,2020,5034320.0,62395610760.0492,80.771
Caribbean small states,CSS,2020,3092577.0,31763210392.7783,46.3863382703163
Cuba,CUB,2020,11176354.0,107351800000.0,77.194
Curacao,CUW,2020,154947.0,2534327597.76536,89.062
Cayman Islands,CYM,2020,68684.0,5655358021.43209,100.0
Cyprus,CYP,2020,1302247.0,25555093854.2968,66.821
Czechia,CZE,2020,10697858.0,251109660602.536,74.061
Germany,DEU,2020,83160871.0,3940142541354.1,77.453
Djibouti,DJI,2020,1105188.0,3185150981.03207,78.062
Dominica,DMA,2020,67573.0,504214814.814815,71.09
Denmark,DNK,2020,5831404.0,355631021931.621,88.116
Dominican Republic,DOM,2020,11008300.0,78844656298.1776,82.54
Algeria,DZA,2020,44042091.0,164873415325.201,73.733
East Asia & Pacific (excluding high income),EAP,2020,2121866294.0,17496305186280.5,57.4845396808942
Early-demographic dividend,EAR,2020,3396051187.0,11006437195990.5,45.7878149257313
East Asia & Pacific,EAS,2020,2369438682.0,27163485040463.8,60.6822345154889
Europe & Central Asia (excluding high income),ECA,2020,250655325.5,1437142037120.74,63.7630363446656
Europe & Central Asia,ECS,2020,925088545.5,22286624242751.4,72.5854745019038
Ecuador,ECU,2020,17546065.0,95865472000.0,64.166
Egypt_Arab Rep.,EGY,2020,109315124.0,383817841547.099,42.783
Euro area,EMU,2020,346922366.0,13266857904728.0,77.237576107379
Eritrea,ERI,2020,3291271.0, 0, 41.347
Spain,ESP,2020,47365655.0,1289783836971.21,80.81
Estonia,EST,2020,1329522.0,31820771493.8974,69.229
Ethiopia,ETH,2020,118917671.0,107657734392.446,21.695
European Union,EUU,2020,447653554.0,15504700009593.0,74.9649568681208
Fragile and conflict affected situations,FCS,2020,996691242.0,1675406927630.4,43.6394229966267
Finland,FIN,2020,5529543.0,270000311606.226,85.517
Fiji,FJI,2020,914963.0,4432466237.09588,57.247
France,FRA,2020,67601110.0,2647926055110.05,80.975
Faroe Islands,FRO,2020,52571.0,3271813311.5831,42.398
Micronesia_Fed. Sts.,FSM,2020,110916.0,372000000.0,22.933
Gabon,GAB,2020,2322539.0,15342236163.9864,90.092
United Kingdom,GBR,2020,67081234.0,2696778386607.65,83.903
Georgia,GEO,2020,3722716.0,16010869215.68,59.453
Ghana,GHA,2020,31887809.0,70043099675.68,57.349
Gibraltar,GIB,2020,36173.0, 0, 100.0
Guinea,GIN,2020,13371183.0,14088693742.9464,36.875
Gambia_The,GMB,2020,2515733.0,1812170891.19069,62.582
Guinea-Bissau,GNB,2020,2013255.0,1646400349.84867,44.196
Equatorial Guinea,GNQ,2020,1716468.0,9893816007.7398,73.1
Greece,GRC,2020,10698599.0,191362985554.861,79.715
Grenada,GRD,2020,116341.0,1043411111.11111,36.537
Greenland,GRL,2020,56367.0,3082884653.2456,87.282
Guatemala,GTM,2020,17357325.0,77719464220.73,51.836
Guam,GUM,2020,162158.0,5916000000.0,94.938
Guyana,GUY,2020,807481.0,5471256594.72422,26.786
High income,HIC,2020,1389524835.0,55946257620086.9,80.5376121587155
Hong Kong SAR_China,HKG,2020,7481000.0,344943149590.058,100.0
Honduras,HND,2020,10119640.0,23352232483.755,58.359
Heavily indebted poor countries (HIPC),HPC,2020,847743308.0,813139899187.275,37.0465389661088
Croatia,HRV,2020,3914206.0,57963370885.0798,57.553
Haiti,HTI,2020,11243848.0,14508222518.3018,57.088
Hungary,HUN,2020,9750149.0,157288955508.176,71.942
IBRD only,IBD,2020,4879367453.0,30114868724300.2,56.2590499533727
IDA & IBRD total,IBT,2020,6667541078.5,32566020356731.5,51.3304849839119
IDA total,IDA,2020,1788173625.5,2450267402830.47,37.8684932790367
IDA blend,IDB,2020,597524859.0,1024076691136.99,43.1307615095308
Indonesia,IDN,2020,274814866.0,1059054842711.55,56.641
IDA only,IDX,2020,1190648766.5,1426190711693.48,35.2236572622926
Isle of Man,IMN,2020,84064.0,6684225641.02564,52.898
India,IND,2020,1402617695.0,2674851578587.27,34.926
Ireland,IRL,2020,4985382.0,436555518400.451,63.653
Iran_Islamic Rep.,IRN,2020,87723443.0,262186179355.944,75.874
Iraq,IRQ,2020,42116605.0,180898797516.874,70.893
Iceland,ISL,2020,366463.0,21629953194.0659,93.898
Israel,ISR,2020,9215100.0,411728563086.632,92.587
Italy,ITA,2020,59438851.0,1907481094079.23,71.039
Jamaica,JAM,2020,2830739.0,13812421803.4084,56.311
Jordan,JOR,2020,10865228.0,43700383098.5916,91.418
Japan,JPN,2020,126261000.0,5055587093501.59,91.782
Kazakhstan,KAZ,2020,19482117.0,171082365861.423,57.671
Kenya,KEN,2020,52217334.0,100657505750.545,27.995
Kyrgyz Republic,KGZ,2020,6726595.5,8270468614.24051,36.856
Cambodia,KHM,2020,16725474.0,34818073901.4851,24.232
Kiribati,KIR,2020,126099.0,223123620.597516,55.594
St. Kitts and Nevis,KNA,2020,46870.0,883922222.222222,30.843
Korea_Rep.,KOR,2020,51836239.0,1644312831906.17,81.414
Kuwait,KWT,2020,4400267.0,111045470461.207,100.0
Latin America & Caribbean (excluding high income),LAC,2020,583125825.0,4047055896231.79,80.6312118952612
Lao PDR,LAO,2020,7346533.0,18981805250.2424,36.29
Lebanon,LBN,2020,5702398.0,31712128253.7961,88.925
Liberia,LBR,2020,5149463.0,3176126300.0,52.089
Libya,LBY,2020,7045399.0,46854285440.642,80.691
St. Lucia,LCA,2020,178250.0,1499296296.2963,18.841
Latin America & Caribbean,LCN,2020,645497618.0,4805510770575.42,81.0877962869629
Least developed countries: UN classification,LDC,2020,1083853567.0,1172746068478.78,34.7488697725456
Low income,LIC,2020,679560744.0,442702142538.409,33.6550085446563
Liechtenstein,LIE,2020,38901.0,6405870210.32293,14.416
Sri Lanka,LKA,2020,21919000.0,84304298770.5329,18.713
Lower middle income,LMC,2020,2966396716.5,6102312002456.38,39.4285681450683
Low & middle income,LMY,2020,6438169877.5,29521428086822.8,50.517015642187
Lesotho,LSO,2020,2235727.0,2053699870.07191,29.028
Late-demographic dividend,LTE,2020,2316785459.5,22553187301005.7,64.0323101269434
Lithuania,LTU,2020,2794885.0,57412038533.2718,68.046
Luxembourg,LUX,2020,630419.0,73699366700.2134,91.453
Latvia,LVA,2020,1900449.0,33379927434.6149,68.315
Macao SAR_China,MAC,2020,685400.0,25343525935.8358,100.0
St. Martin (French part),MAF,2020,31786.0, 0, 
Morocco,MAR,2020,36584208.0,121353645057.144,63.532
Monaco,MCO,2020,38050.0,6730736282.78961,100.0
Moldova,MDA,2020,2635130.0,11530746234.4492,42.849
Madagascar,MDG,2020,28953556.0,13051441203.9474,38.534
Maldives,MDV,2020,502118.0,3712604583.36665,40.669
Middle East & North Africa,MEA,2020,482334398.0,3207935509914.13,65.1071327675888
Mexico,MEX,2020,126799054.0,1121064767261.88,80.731
Marshall Islands,MHL,2020,42706.0,241800000.0,77.794
Middle income,MIC,2020,5758609133.5,29078432184056.7,52.5074826214954
North Macedonia,MKD,2020,1856124.0,12361036913.8409,58.482
Mali,MLI,2020,21713836.0,17465392764.3706,43.909
Malta,MLT,2020,515332.0,16385919535.6742,94.744
Myanmar,MMR,2020,53016522.0,79006113643.1906,31.141
Middle East & North Africa (excluding high income),MNA,2020,418461302.0,1328872852321.83,61.6169774878801
Montenegro,MNE,2020,621306.0,4769996866.00758,67.488
Mongolia,MNG,2020,3327204.0,13312981429.0891,68.657
Northern Mariana Islands,MNP,2020,47528.0,866000000.0,91.798
Mozambique,MOZ,2020,30783688.0,14235420174.1884,37.074
Mauritania,MRT,2020,4600131.0,8260752385.23089,55.327
Mauritius,MUS,2020,1266014.0,11408106446.3144,40.76
Malawi,MWI,2020,19533888.0,11769313597.8545,17.427
Malaysia,MYS,2020,33889558.0,337456163961.211,77.16
North America,NAC,2020,369619953.0,23016676877000.2,82.5536395273228
Namibia,NAM,2020,2728762.0,10583748541.5258,52.033
New Caledonia,NCL,2020,284176.0,9454629467.91408,71.518
Niger,NER,2020,23717613.0,13744653103.058,16.626
Nigeria,NGA,2020,213996181.0,432198898467.795,51.958
Nicaragua,NIC,2020,6565267.0,12681569254.2815,59.012
Netherlands,NLD,2020,17441500.0,932560861701.17,92.236
Norway,NOR,2020,5379475.0,367633418886.627,82.974
Nepal,NPL,2020,28966574.0,33433659301.2466,20.576
Nauru,NRU,2020,11643.0,124530027.301054,100.0
New Zealand,NZL,2020,5090200.0,212697530897.56,86.699
OECD members,OED,2020,1370013876.0,53000805354035.6,81.0278449440668
Oman,OMN,2020,4522497.0,75909492847.8544,86.276
Other small states,OSS,2020,13884095.0,181482110538.085,58.7248665852546
Pakistan,PAK,2020,235001746.0,300425609817.981,37.165
Panama,PAN,2020,4293261.0,57059846500.0,68.414
Peru,PER,2020,32838579.0,201409694755.934,78.297
Philippines,PHL,2020,112081264.0,361751145451.597,47.408
Palau,PLW,2020,17792.0,258990843.75,80.988
Papua New Guinea,PNG,2020,9815746.0,23848447849.7467,13.345
Poland,POL,2020,37899070.0,605914237903.742,60.043
Pre-demographic dividend,PRE,2020,998624261.0,1311363780282.47,42.5266498156658
Puerto Rico,PRI,2020,3281557.0,103130900000.0,93.581
"Korea_Dem. People's Rep.",PRK,2020,26136312.0, 0, 62.381
Portugal,PRT,2020,10297081.0,229618773422.577,66.31
Paraguay,PRY,2020,6603739.0,35432178068.1814,62.183
West Bank and Gaza,PSE,2020,4803269.0,15531700000.0,76.719
Pacific island small states,PSS,2020,2595522.0,9516738321.20753,38.8185116377361
Post-demographic dividend,PST,2020,1117765361.0,50140842033868.0,81.6607731908361
French Polynesia,PYF,2020,279209.0,5792545870.80614,61.975
Qatar,QAT,2020,2794148.0,144411363345.27,99.235
Romania,ROU,2020,19265250.0,252033792712.145,54.194
Russian Federation,RUS,2020,145245148.0,1493075894362.14,74.754
Rwanda,RWA,2020,13065837.0,10174387374.3478,17.432
South Asia,SAS,2020,1895144142.0,3493120726808.9,34.9031103407352
Saudi Arabia,SAU,2020,31552510.0,734271200000.0,84.287
Sudan,SDN,2020,46789231.0,27034593750.0,35.253
Senegal,SEN,2020,16789219.0,24530513037.7518,48.122
Singapore,SGP,2020,5685807.0,349488382610.662,100.0
Solomon Islands,SLB,2020,744498.0,1536145814.17007,24.67
Sierra Leone,SLE,2020,7912558.0,6688594757.62129,42.923
El Salvador,SLV,2020,6234673.0,24921190000.0,73.444
San Marino,SMR,2020,34770.0,1544714493.24409,97.499
Somalia,SOM,2020,16651191.0,8628393719.99922,46.141
Serbia,SRB,2020,6899126.0,55874017668.998,56.446
Sub-Saharan Africa (excluding high income),SSA,2020,1168916989.0,1721810881901.34,41.3672671092139
South Sudan,SSD,2020,10698467.0, 0, 20.199
Sub-Saharan Africa,SSF,2020,1169015451.0,1723193433652.91,41.3686297861541
Small states,SST,2020,19572194.0,222762059252.071,54.1354357280538
Sao Tome and Principe,STP,2020,217435.0,471229484.607144,74.354
Suriname,SUR,2020,612317.0,2911807496.20227,66.149
Slovak Republic,SVK,2020,5458827.0,107732602896.441,53.76
Slovenia,SVN,2020,2102419.0,53384760135.1581,55.118
Sweden,SWE,2020,10353442.0,545147614972.141,87.977
Eswatini,SWZ,2020,1192729.0,4105756862.55271,24.171
Sint Maarten (Dutch part),SXM,2020,41008.0,1236428100.55866,100.0
Seychelles,SYC,2020,98462.0,1382551751.56908,57.546
Syrian Arab Republic,SYR,2020,21049429.0,12047752036.091,55.475
Turks and Caicos Islands,TCA,2020,44386.0,774653669.315186,93.605
Chad,TCD,2020,17224679.0,10715396042.3343,23.52
East Asia & Pacific (IDA & IBRD countries),TEA,2020,2095759417.0,17474730731538.4,57.4239114272433
Europe & Central Asia (IDA & IBRD countries),TEC,2020,463913014.5,3916846154218.45,66.6397929449162
Togo,TGO,2020,8669720.0,7400284167.78479,42.8
Thailand,THA,2020,71641484.0,500461898480.246,51.43
Tajikistan,TJK,2020,9749310.0,8133963550.65742,27.506
Turkmenistan,TKM,2020,6949912.0,45818000000.0,52.516
Latin America & the Caribbean (IDA & IBRD countries),TLA,2020,630051021.0,4561922258737.73,81.0901657049533
Timor-Leste,TLS,2020,1326053.0,2162619200.0,31.32
Middle East & North Africa (IDA & IBRD countries),TMN,2020,413658033.0,1313341152321.83,61.441617478445
Tonga,TON,2020,105704.0,496856295.76752,23.099
South Asia (IDA & IBRD),TSA,2020,1895144142.0,3493120726808.9,34.9031103407352
Sub-Saharan Africa (IDA & IBRD countries),TSS,2020,1169015451.0,1723193433652.91,41.3686297861541
Trinidad and Tobago,TTO,2020,1366725.0,20807716174.0546,53.214
Tunisia,TUN,2020,11974057.0,42491780918.361,69.568
Turkiye,TUR,2020,83384680.0,720338490327.248,76.105
Tuvalu,TUV,2020,10399.0,51746594.3148543,64.014
Tanzania,TZA,2020,60972798.0,66068737786.0639,35.227
Uganda,UGA,2020,44457152.0,37600368241.6657,24.954
Ukraine,UKR,2020,44680014.0,156617722013.342,69.608
Upper middle income,UMC,2020,2792212417.0,22976120181600.3,66.4112023003726
Uruguay,URY,2020,3398968.0,53668636567.8667,95.515
United States,USA,2020,331526933.0,21354105000000.0,82.664
Uzbekistan,UZB,2020,33586372.0,66443265418.3086,50.416
St. Vincent and the Grenadines,VCT,2020,103526.0,869111111.111111,53.032
Venezuela_RB,VEN,2020,28444077.0, 0, 88.279
British Virgin Islands,VGB,2020,37135.0, 0, 48.515
Virgin Islands (U.S.),VIR,2020,106290.0,4229000000.0,95.939
Viet Nam,VNM,2020,98079191.0,346615738537.796,37.34
Vanuatu,VUT,2020,298858.0,909421043.508407,25.525
World,WLD,2020,7856138789.5,85763013427792.9,55.9646587391325
Samoa,WSM,2020,211944.0,868898358.266437,17.889
Kosovo,XKX,2020,1790152.0,7717145217.81247,
Yemen_Rep.,YEM,2020,36134863.0, 0, 37.908
South Africa,ZAF,2020,60562381.0,337974655408.055,67.354
Zambia,ZMB,2020,19059395.0,18137764930.651,44.629
Zimbabwe,ZWE,2020,15526888.0,26867936444.6826,32.242
Aruba,ABW,2021,107700.0,2929446578.25104,43.866
Africa Eastern and Southern,AFE,2021,713090928.0,1085745178850.97,37.3936325291716
Afghanistan,AFG,2021,40000412.0,14259995441.0759,26.314
Africa Western and Central,AFW,2021,485920997.0,849312422223.205,48.5319710590465
Angola,AGO,2021,34532429.0,66505129987.7235,67.46
Albania,ALB,2021,2811666.0,18032010563.7558,62.969
Andorra,AND,2021,78364.0,3324647529.381,87.858
Arab World,ARB,2021,460646603.0,2969239218342.03,58.6629266021441
United Arab Emirates,ARE,2021,9575152.0,415178792769.884,87.299
Argentina,ARG,2021,45312281.0,486564085480.036,92.229
Armenia,ARM,2021,2962300.0,13878908628.9378,63.431
American Samoa,ASM,2021,49225.0,750000000.0,87.169
Antigua and Barbuda,ATG,2021,92349.0,1601366666.66667,24.38
Australia,AUS,2021,25685412.0,1556735770437.26,86.362
Austria,AUT,2021,8955797.0,480467037338.783,58.995
Azerbaijan,AZE,2021,10137750.0,54825411764.7059,56.776
Burundi,BDI,2021,12965481.0,2775798697.46022,14.058
Belgium,BEL,2021,11586195.0,598494036474.409,98.117
Benin,BEN,2021,13413417.0,17690083519.9323,48.972
Burkina Faso,BFA,2021,21995243.0,19697516284.3787,31.24
Bangladesh,BGD,2021,167658854.0,416271647911.014,38.946
Bulgaria,BGR,2021,6877743.0,84417951260.8091,76.025
Bahrain,BHR,2021,1504365.0,40840212765.9574,89.622
"Bahamas, The",BHS,2021,396373.0,11368900000.0,83.365
Bosnia and Herzegovina,BIH,2021,3244907.0,23672712242.2149,49.425
Belarus,BLR,2021,9302585.0,69673747131.87,79.91
Belize,BLZ,2021,395346.0,2420550000.0,46.201
Bermuda,BMU,2021,64648.0,7286607000.0,100.0
Bolivia,BOL,2021,11937360.0,40406111695.179,70.475
Brazil,BRA,2021,209550294.0,1670647399034.67,87.317
Barbados,BRB,2021,282147.0,5275242050.0,31.246
Brunei Darussalam,BRN,2021,451721.0,14006496614.3195,78.554
Bhutan,BTN,2021,775442.0,2768802959.60794,43.008
Botswana,BWA,2021,2401441.0,18750946600.1423,71.56
Central African Republic,CAF,2021,5112100.0,2516498412.46384,42.648
Canada,CAN,2021,38239864.0,2007472181464.15,81.653
Central Europe and the Baltics,CEB,2021,100647592.0,1926804401016.02,62.7098871574195
Switzerland,CHE,2021,8704546.0,813408787222.499,73.996
Channel Islands,CHI,2021,166741.0,11157002972.5829,31.012
Chile,CHL,2021,19456334.0,315515014838.539,87.817
China,CHN,2021,1412360000.0,17820459508852.2,62.512
"Cote d'Ivoire",CIV,2021,29639736.0,72794636653.7793,52.18
Cameroon,CMR,2021,26915758.0,45011937346.8384,58.148
Congo_Dem. Rep.,COD,2021,99148932.0,55328482783.5393,46.235
Congo_Rep.,COG,2021,5892183.0,14825690210.9157,68.283
Colombia,COL,2021,51188173.0,318524633225.395,81.74
Comoros,COM,2021,818174.0,1296089479.91978,29.613
Cabo Verde,CPV,2021,516649.0,2051842609.64558,67.102
Costa Rica,CRI,2021,5059988.0,64960725734.1965,81.425
Caribbean small states,CSS,2021,3111609.0,37091445807.6818,46.4808018626376
Cuba,CUB,2021,11122168.0, 0, 77.292
Curacao,CUW,2021,152369.0,2739608156.42458,89.038
Cayman Islands,CYM,2021,70108.0,6060026520.10608,100.0
Cyprus,CYP,2021,1317309.0,30372874319.6285,66.856
Czechia,CZE,2021,10505772.0,290972714482.313,74.214
Germany,DEU,2021,83196078.0,4348297440387.53,77.544
Djibouti,DJI,2021,1121248.0,3385825228.86997,78.217
Dominica,DMA,2021,67202.0,555266666.666667,71.395
Denmark,DNK,2021,5856733.0,408378204639.999,88.24
Dominican Republic,DOM,2021,11123476.0,94243425938.3647,83.213
Algeria,DZA,2021,44761099.0,186231205262.082,74.261
East Asia & Pacific (excluding high income),EAP,2021,2128553744.0,20849863760041.9,58.3655369003636
Early-demographic dividend,EAR,2021,3432026092.0,12811302058068.8,46.185409692723
East Asia & Pacific,EAS,2021,2375144416.0,31155716955057.3,61.4594002340012
Europe & Central Asia (excluding high income),ECA,2021,252183790.0,1670340541088.6,63.9918896398853
Europe & Central Asia,ECS,2021,925075848.0,25523993209132.2,72.8021870551272
Ecuador,ECU,2021,17682454.0,107435101000.0,64.361
Egypt_Arab Rep.,EGY,2021,110957008.0,424671765455.704,42.862
Euro area,EMU,2021,347094588.0,14917737268178.2,77.4745788094599
Eritrea,ERI,2021,3350183.0, 0, 41.985
Spain,ESP,2021,47415794.0,1461244901852.69,81.056
Estonia,EST,2021,1330932.0,37204563051.4723,69.415
Ethiopia,ETH,2021,122138588.0,111261882958.426,22.174
European Union,EUU,2021,446564156.0,17496551469916.3,75.2220512156265
Fragile and conflict affected situations,FCS,2021,1018693078.0,1786326958459.63,44.0421070914078
Finland,FIN,2021,5541017.0,294223210496.119,85.596
Fiji,FJI,2021,916711.0,4305031630.81808,57.74
France,FRA,2021,67842811.0,2966433692008.09,81.242
Faroe Islands,FRO,2021,53315.0,3664686796.62669,42.583
Micronesia_Fed. Sts.,FSM,2021,111624.0,390000000.0,23.068
Gabon,GAB,2021,2376722.0,19444935097.2395,90.423
United Kingdom,GBR,2021,67026292.0,3143323050707.26,84.152
Georgia,GEO,2021,3708610.0,18853115588.8106,59.872
Ghana,GHA,2021,32518665.0,79524421861.2743,57.985
Gibraltar,GIB,2021,36858.0, 0, 100.0
Guinea,GIN,2021,13710513.0,17069115737.8259,37.264
Gambia_The,GMB,2021,2576010.0,2014158842.14596,63.222
Guinea-Bissau,GNB,2021,2058841.0,1853796455.89489,44.617
Equatorial Guinea,GNQ,2021,1758786.0,12215878032.7166,73.561
Greece,GRC,2021,10569207.0,218303801895.326,80.038
Grenada,GRD,2021,116688.0,1122800000.0,36.694
Greenland,GRL,2021,56653.0,3235809504.29871,87.507
Guatemala,GTM,2021,17598650.0,86478835636.3813,52.245
Guam,GUM,2021,163730.0,6234000000.0,95.015
Guyana,GUY,2021,815482.0,8041363893.04556,26.897
High income,HIC,2021,1387107942.0,62737887026890.0,80.7289731442237
Hong Kong SAR_China,HKG,2021,7413100.0,368954169748.818,100.0
Honduras,HND,2021,10289877.0,28144331506.6149,58.982
Heavily indebted poor countries (HIPC),HPC,2021,870930036.0,905796942446.21,37.5368693810027
Croatia,HRV,2021,3878981.0,69006802298.6956,57.878
Haiti,HTI,2021,11374586.0,20877414952.6375,57.964
Hungary,HUN,2021,9709891.0,182109999477.691,72.245
IBRD only,IBD,2021,4905899020.0,35763964842420.9,56.8383385861658
IDA & IBRD total,IBT,2021,6733337540.0,38431269006646.3,51.8314960031235
IDA total,IDA,2021,1827438520.0,2668547717370.14,38.3770927534876
IDA blend,IDB,2021,609556583.0,1114246944908.41,43.6139565169933
Indonesia,IDN,2021,276758053.0,1186509691070.97,57.29
IDA only,IDX,2021,1217881937.0,1554300772461.72,35.7521641650507
Isle of Man,IMN,2021,84106.0,7931193222.06405,53.076
India,IND,2021,1414203896.0,3167270623260.47,35.393
Ireland,IRL,2021,5033164.0,531306516907.984,63.912
Iran_Islamic Rep.,IRN,2021,88455488.0,383436202446.695,76.345
Iraq,IRQ,2021,43071211.0,209691945713.103,71.119
Iceland,ISL,2021,372520.0,25825287184.3818,93.944
Israel,ISR,2021,9371400.0,489708278893.053,92.674
Italy,ITA,2021,59133173.0,2179207773596.09,71.346
Jamaica,JAM,2021,2837682.0,14657586127.0331,56.652
Jordan,JOR,2021,11066356.0,46296100140.8451,91.626
Japan,JPN,2021,125681593.0,5034620784584.98,91.867
Kazakhstan,KAZ,2021,19743603.0,197112255360.612,57.821
Kenya,KEN,2021,53219166.0,109703658904.994,28.493
Kyrgyz Republic,KGZ,2021,6851224.0,9249133946.26531,37.146
Cambodia,KHM,2021,16974305.0,36790163687.4421,24.668
Kiribati,KIR,2021,128377.0,289339292.157301,56.335
St. Kitts and Nevis,KNA,2021,46763.0,858622222.222222,30.906
Korea_Rep.,KOR,2021,51769539.0,1818432106880.04,81.414
Kuwait,KWT,2021,4360865.0,148459291453.471,100.0
Latin America & Caribbean (excluding high income),LAC,2021,586944219.0,4693445308215.29,80.894048544763
Lao PDR,LAO,2021,7453194.0,18827148530.9347,36.939
Lebanon,LBN,2021,5718122.0,23131941556.7843,89.093
Liberia,LBR,2021,5259323.0,3513049500.0,52.573
Libya,LBY,2021,7135175.0,35217995647.2862,80.994
St. Lucia,LCA,2021,178522.0,1867185185.18518,18.94
Latin America & Caribbean,LCN,2021,649234475.0,5581050600056.69,81.3272277367298
Least developed countries: UN classification,LDC,2021,1109397229.0,1280236397797.18,35.2970325791583
Low income,LIC,2021,698215206.0,474823152496.384,34.1217960911553
Liechtenstein,LIE,2021,39182.0,7710380085.92257,14.471
Sri Lanka,LKA,2021,22156000.0,88609324901.9774,18.86
Lower middle income,LMC,2021,3004162907.0,6911861585177.34,39.9285890991424
Low & middle income,LMY,2021,6505838578.0,34778125922181.4,51.0438706627221
Lesotho,LSO,2021,2261542.0,2412130056.55851,29.48
Late-demographic dividend,LTE,2021,2320366261.0,26910414198858.4,64.8181783125505
Lithuania,LTU,2021,2800839.0,67037321008.9679,68.249
Luxembourg,LUX,2021,640064.0,85584105993.8746,91.672
Latvia,LVA,2021,1884490.0,38185125732.9451,68.421
Macao SAR_China,MAC,2021,682500.0,30969334705.0515,100.0
St. Martin (French part),MAF,2021,29961.0,649206262.847519,
Morocco,MAR,2021,36954442.0,142022058447.231,64.065
Monaco,MCO,2021,38527.0,8623242743.29564,100.0
Moldova,MDA,2021,2595809.0,13691869264.0794,42.998
Madagascar,MDG,2021,29691083.0,14554754116.5427,39.207
Maldives,MDV,2021,516154.0,5252457369.55218,41.102
Middle East & North Africa,MEA,2021,488100624.0,3807870128264.03,65.3260608770273
Mexico,MEX,2021,127648148.0,1316569466932.59,81.016
Marshall Islands,MHL,2021,41367.0,258900000.0,78.162
Middle income,MIC,2021,5807623372.0,34301140512398.2,53.0789345456206
North Macedonia,MKD,2021,1837114.0,14000283827.0154,58.786
Mali,MLI,2021,22388630.0,19309463508.0377,44.677
Malta,MLT,2021,518536.0,19718565605.433,94.81
Myanmar,MMR,2021,53387102.0,66345291160.1683,31.448
Middle East & North Africa (excluding high income),MNA,2021,424980589.0,1552753180082.25,61.9305642241957
Montenegro,MNE,2021,619211.0,5861427505.12493,67.826
Mongolia,MNG,2021,3383741.0,15286441737.6686,68.785
Northern Mariana Islands,MNP,2021,46979.0,914000000.0,91.89
Mozambique,MOZ,2021,31707800.0,16168055475.4449,37.628
Mauritania,MRT,2021,4734874.0,9222536364.01272,56.133
Mauritius,MUS,2021,1266334.0,11484348857.8529,40.775
Malawi,MWI,2021,20047258.0,12378129750.9872,17.695
Malaysia,MYS,2021,34282399.0,373784823672.946,77.696
North America,NAC,2021,370353489.0,25695929788464.2,82.7500217936735
Namibia,NAM,2021,2810548.0,12402486183.6396,53.005
New Caledonia,NCL,2021,285214.0,10071349663.8484,71.925
Niger,NER,2021,24502140.0,14915002436.069,16.751
Nigeria,NGA,2021,218529286.0,440833635873.827,52.746
Nicaragua,NIC,2021,6644741.0,14144060853.1362,59.277
Netherlands,NLD,2021,17533044.0,1054472123449.6,92.572
Norway,NOR,2021,5408320.0,503367986030.268,83.323
Nepal,NPL,2021,29475010.0,36924841394.2605,21.008
Nauru,NRU,2021,11709.0,175513984.500084,100.0
New Zealand,NZL,2021,5111300.0,253644079784.977,86.789
OECD members,OED,2021,1371769252.0,59169601457959.2,81.2518798971512
Oman,OMN,2021,4500424.0,87323797139.1417,87.044
Other small states,OSS,2021,14040798.0,212298327078.213,58.9480024878216
Pakistan,PAK,2021,239477801.0,348516647445.148,37.44
Panama,PAN,2021,4345405.0,67396392500.0,68.775
Peru,PER,2021,33155882.0,226354278280.885,78.5
Philippines,PHL,2021,113100950.0,394087359848.11,47.684
Palau,PLW,2021,17783.0,235752906.25,81.483
Papua New Guinea,PNG,2021,10012896.0,26109413522.3081,13.456
Poland,POL,2021,36981559.0,689170230665.35,60.075
Pre-demographic dividend,PRE,2021,1024960313.0,1439355516489.74,43.0789350226666
